nombre;direccion;municipio;codigo postal;comarca;lat;lon;categorias
Esc. de Música Municipal de Ponts;c.  Bonaire;Ponts;25740;Noguera;41.9160934618;1.1869661982;Educació. Formació,Ensenyaments de règim especial,Música
Llar d'infants La Pau;c.  Berenguer IV;Tàrrega;25300;Urgell;41.6545267327;1.139787228;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Bressol Municipal de Pardinyes;c.  Enginyer Cellers;Lleida;25005;Segrià;41.6249771568;0.638743235;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Bressol Municipal Magraners;c.  Vila-rodona;Lleida;25001;Segrià;41.6062452484;0.66364662;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Bressol Municipal El Rellotge;c. de Roca Labrador;Lleida;25003;Segrià;41.6134270122;0.6156614464;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Bressol Municipal Bordeta;c. d' Hostal de la Bordeta;Lleida;25001;Segrià;41.6022488514;0.6458285025;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Bressol Municipal Cappont;c.  Santa Cecília;Lleida;25001;Segrià;41.6133564529;0.6325123545;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Bressol Municipal Suchs;c.  Bou;Lleida;25113;Segrià;41.7019662393;0.4112944876;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Municipal;c.  Travy;Bellver de Cerdanya;25720;Cerdanya;42.3675308092;1.7767646523;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants del Secà de Sant Pere;c.  Llibertat;Lleida;25005;Segrià;41.6292339688;0.6323495241;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Sec. d'Institut Morelló;pl. la Closa;Esterri d'Àneu;25580;Pallars Sobirà;42.628607764;1.120992721;Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Llar d'infants Les Garrigues;c.  Escoles;Granadella, la;25177;Garrigues;41.3568518067;0.6625820471;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Sant Pau;av.  Catalunya;Anglesola;25320;Urgell;41.6567149486;1.0825798518;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Municipal;ctra. de Lleida;Vinaixa;25440;Garrigues;41.4295999612;0.9720040537;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Puig Cavaller;c.  Germans Assís Garrote;Gandesa;43780;Terra Alta;41.05661921;0.439581941;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola agrària de Gandesa;c.  Assís Garrote;Gandesa;43780;Terra Alta;41.0562254108;0.4398703713;Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM)
Escola Pàmies - ZER La Font de l'Aiguadí;c.  Reus;Ginestar;43748;Ribera d'Ebre;41.0425179064;0.6360197713;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,1. Llar d'infants,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Llicorella - ZER L'Aglà;c.  Piro;Gratallops;43737;Priorat;41.192728682;0.7756960998;Educació. Formació,Ensenyaments de règim general,3. Educació primària
Escola Sant Feliu - ZER Les Vinyes;NC  Carretera;Guiamets, els;43777;Priorat;41.1013496229;0.7541840009;Educació. Formació,Ensenyaments de règim general,3. Educació primària
Escola Montsagre;c.  Escoles;Horta de Sant Joan;43596;Terra Alta;40.956683589;0.316710446;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Les Cometes;c.  Escoles;Llorenç del Penedès;43712;Baix Penedès;41.2846510597;1.5468399576;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Anicet Villar - ZER Les Vinyes;c.  Baixada de la Font;Marçà;43775;Priorat;41.125992467;0.802910813;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Teresa Subirats i Mestre - ZER Montsià;c.  Afores;Mas de Barberans;43514;Montsià;40.7339987657;0.3746536793;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,1. Llar d'infants,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Rosa Gisbert - ZER Montsià;c. de la Galera;Masdenverge;43878;Montsià;40.7145772299;0.5281003773;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Els Til·lers - ZER El Francolí;c.  Sant Isidre;Masó, la;43143;Alt Camp;41.2339563872;1.2235531457;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Onze de Setembre - ZER Baix Priorat;c.  Joaquim Royo i Vidal;Masroig, el;43736;Priorat;41.125043125;0.73508788;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Les Muralles;av.  Doctor Folch;Montblanc;43400;Conca de Barberà;41.3768754948;1.157997857;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Josep M. Soler i Gené;av. dels Països Catalans;Montbrió del Camp;43340;Baix Camp;41.120801075;0.9993181568;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Teresa Godes i Domènech;NC  Carretera;Montmell, el;43718;Baix Penedès;41.314015784;1.452582147;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Mare de Déu de la Roca;ctra. de Falset;Mont-roig del Camp;43300;Baix Camp;41.0852485253;0.958221931;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Lluís Viñas i Viñoles;c.  Mestres;Móra d'Ebre;43740;Ribera d'Ebre;41.0890405291;0.6377106711;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Institut S'Agulla;ctra. de Malgrat;Blanes;17300;Selva;41.6752931711;2.7791575601;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,9. Cicles formatius d'FP de grau superior (CFPS),Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Institut Pere Borrell;c.  Escoles Pies;Puigcerdà;17520;Cerdanya;42.4329489863;1.9298966492;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria,Educació. Formació,Ensenyaments de règim general,5. Programes de formació i inserció (PFI)
Llar d'infants Municipal;c.  Germans Vila Riera;Camprodon;17867;Ripollès;42.3142109818;2.3700424287;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Lola Anglada;c.  Aiguaviva;Lloret de Mar;17310;Selva;41.7062540635;2.8444876857;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants La Quitxalla;c.  Prudenci Bertrana;Sils;17410;Selva;41.8099831703;2.7463674687;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Municipal;av.  Girona;Riudellots de la Selva;17457;Selva;41.8955358353;2.8007842038;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Els Escarlets;c.  Serra i Caballé;Sant Gregori;17150;Gironès;41.991284252;2.76195865;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Bressol La Baldufa;c.  Josep Prat;Girona;17007;Gironès;41.995582165;2.803699111;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants El Cavall Fort;c.  Pruner;Girona;17004;Gironès;41.9737572636;2.8424903818;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Municipal;c.  Pompeu Fabra;Castell-Platja d'Aro;17249;Baix Empordà;41.818538196;3.0586600055;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants El Niu;c.  Ganix;Llagostera;17240;Gironès;41.826981871;2.8954218739;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Ca la Guidó;c.  Lope de Vega;Blanes;17300;Selva;41.6816281113;2.781695219;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Sant Pere Màrtir;c.  Geranis;Olot;17800;Garrotxa;42.181693416;2.478652631;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Institut Bosc de la Coma;c.  Toledo;Olot;17800;Garrotxa;42.1721388129;2.4761575937;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,9. Cicles formatius d'FP de grau superior (CFPS),Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Institut Ramon Coll i Rodés;c.  Senyora de Rossell;Lloret de Mar;17310;Selva;41.704602873;2.837464813;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,9. Cicles formatius d'FP de grau superior (CFPS),Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Institut Montgrí;c.  Santa Caterina;Torroella de Montgrí;17257;Baix Empordà;42.0444653272;3.1301158751;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Llar d'infants El Cavallet de Mar;c.  Pescadors;Roses;17480;Alt Empordà;42.258668626;3.1824037;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Barrufets;c. de les Monges;Portbou;17497;Alt Empordà;42.4247147363;3.1590081829;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Sant Iscle-Santa Victòria;c. de l' Onze de Setembre;Vidreres;17411;Selva;41.7897913402;2.7825829597;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Macià-Companys;av.  Agustí Ros;Agramunt;25310;Urgell;41.7851670732;1.1004966636;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Arrels - ZER l'Horta de Lleida;c.  Escolar;Alamús, els;25221;Segrià;41.615026708;0.738809307;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Sant Esteve - ZER Urgellet;av.  Zulueta;Alàs i Cerc;25718;Alt Urgell;42.351932927;1.5061143706;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Mare de Déu de Montserrat - ZER Vall de l'Aranyó;c.  Ntra. Sra. Montserrat;Albagés, l';25155;Garrigues;41.448137705;0.742077361;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Sant Salvador;c.  Escoles;Albatàrrec;25171;Segrià;41.5720667092;0.603756757;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola L'Àlber;c. de la Creu;Albesa;25135;Noguera;41.7541754562;0.6557252358;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Els Aubis - ZER Riu Set;av. de Catalunya;Albi, l';25450;Garrigues;41.42387;0.93934;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,1. Llar d'infants,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola La Dula - ZER L'Eral;c.  Joan Carles I;Alcanó;25162;Segrià;41.479376272;0.61653529;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Comtes de Torregrossa;c.  Escoles Noves;Alcarràs;25180;Segrià;41.566700768;0.5276198798;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Mare de Déu del Carme;c.  Bassa Bona;Alcoletge;25660;Segrià;41.6459044746;0.6929756122;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola agrària d'Alfarràs;par. el Sot;Alfarràs;25120;Segrià;41.82972137;0.569790071;Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,9. Cicles formatius d'FP de grau superior (CFPS)
Escola d'Alfés - ZER L'Eral;camí de Sunyer;Alfés;25161;Segrià;41.5218710215;0.6188281066;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Sant Blai - ZER Serra Llarga;NC  Carretera;Algerri;25130;Noguera;41.8143307925;0.6357602909;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,1. Llar d'infants,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola d'Alins - ZER Alt Pallars Sobirà;NC  Carretera;Alins;25574;Pallars Sobirà;42.5499833;1.3186129;Educació. Formació,Ensenyaments de règim general,3. Educació primària
Escola Antònia Simó Arnó;c.  Tossal de les Creus;Almacelles;25100;Segrià;41.732611971;0.439776618;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Doctor Serés;pl.  Gaudí;Alpicat;25110;Segrià;41.6688211;0.5538429;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Sant Isidre - ZER Ponent;c. de Rentadors;Gimenells i el Pla de la Font;25112;Segrià;41.6518265;0.3914863;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Llar d'infants El Patufet;c.  Mossèn Jacint Verdaguer;Balaguer;25600;Noguera;41.7933002275;0.810160231;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants de Belianes;c.  Escoles;Belianes;25266;Urgell;41.5624770428;1.0163840184;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Sol Solet;c.  Nord;Bellcaire d'Urgell;25337;Noguera;41.7604650663;0.9073227069;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Mairau er Audeth;pl.  dera Glèisa;Bossòst;25550;Val d'Aran;42.7856184875;0.6920820503;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants La Mainada;c. de les Escoles;Vallfogona de Balaguer;25680;Noguera;41.7524475364;0.8128968883;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants El Patufet;trav.  Anselm Clavé;Miralcamp;25242;Pla d'Urgell;41.6040478996;0.8801976461;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants L'Estel;pg.  Zona Poliesportiva;Torregrossa;25141;Pla d'Urgell;41.578897482;0.833761242;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Institut d'Alcarràs;pl. de l' Arquitecte Ignasi Miquel;Alcarràs;25180;Segrià;41.5615432156;0.5190551355;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Llar d'infants El Bressol;c. de les Monges;Artesa de Segre;25730;Noguera;41.8944068234;1.045812216;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Institut Maria Rúbies;c.  Boqué;Lleida;25001;Segrià;41.605719522;0.647527452;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Llar d'infants Arrel;camí dels Pagesos;Cervera;25200;Segarra;41.6682989961;1.2742628792;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants La Faldeta;NC  Camp de Mart;Lleida;25004;Segrià;41.6183753714;0.6214791113;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
LLI privada Arc Iris;c.  Gran Passeig Ronda;Lleida;25006;Segrià;41.620158005;0.615921855;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
LLI privada L'Avet;c.  Alfred Pereña;Lleida;25006;Segrià;41.6208682754;0.6212365258;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Peter Pan;pg.  Ronda;Lleida;25008;Segrià;41.6785554907;0.4765231989;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
LLI privada Sant Eloi;c.  Montsec;Tàrrega;25300;Urgell;41.6479610748;1.1335528845;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Institut l'Olivera;pl.  Escoles;Granadella, la;25177;Garrigues;41.3568518067;0.6625820471;Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Institut de Guissona;c.  Castanyers;Guissona;25210;Segarra;41.7806002965;1.2877064014;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,9. Cicles formatius d'FP de grau superior (CFPS),Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Institut La Serra;ctra.  Torregrossa;Mollerussa;25230;Pla d'Urgell;41.617444893;0.866415354;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Esc. de Música Tarantel·la;c.  Violant d'Hongria;Barcelona;8014;Barcelonès;;;Educació. Formació,Ensenyaments de règim especial,Música
Escola Vilademany;c.  Despoblat;Aiguaviva;17181;Gironès;41.93838932;2.761938813;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola la Branca - ZER Montgrí;camí  Tor;Albons;17136;Baix Empordà;42.103574434;3.0834418478;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola del Far d'Empordà;c.  Fortia;Far d'Empordà, el;17469;Alt Empordà;42.2513999539;2.9968642095;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Bac de Cerdanya;c.  Mancomunitat;Alp;17538;Cerdanya;42.3733570599;1.88338294;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Gaspar de Queralt;c.  Folch i Torras;Amer;17170;Selva;42.0120754718;2.597614486;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Sant Jordi;pl.  J. Massana;Sant Julià del Llor i Bonmatí;17164;Selva;41.968057218;2.670439355;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Pompeu Fabra;av.  Floricel;Anglès;17160;Selva;41.9542393193;2.6382511602;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Doctor Carulla;av. dels Països Catalans;Arbúcies;17401;Selva;41.8151876531;2.5201738311;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Fluvianets;ptge. de les Escoles;Armentera, l';17472;Alt Empordà;42.1696139867;3.072754036;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Gonçal Comellas;c.  Escoles;Avinyonet de Puigventós;17742;Alt Empordà;42.249946431;2.9122054247;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Doctor Arruga;c. del Pavelló;Begur;17255;Baix Empordà;41.9519538027;3.2060244861;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Institut Pere Alsius i Torrent;c.  Sardana;Banyoles;17820;Pla de l'Estany;42.1147082864;2.7537090792;Educació. Formació,Ensenyaments de règim especial,Tècnic esportiu de grau mitjà,Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,9. Cicles formatius d'FP de grau superior (CFPS),Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria,Educació. Formació,Ensenyaments de règim especial,Tècnic esportiu de grau superior
LLI privada Sagrado Corazón de Jesús;c.  Sant Benet;Banyoles;17820;Pla de l'Estany;42.1206671203;2.7667595385;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Pla de l'Ametller;c.  Formiga;Banyoles;17820;Pla de l'Estany;42.1097803753;2.7709797397;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Institut Josep Brugulat;pg. de Indústria;Banyoles;17820;Pla de l'Estany;42.125360733;2.7719621443;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,9. Cicles formatius d'FP de grau superior (CFPS),Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria,Educació. Formació,Ensenyaments de règim general,5. Programes de formació i inserció (PFI)
Escola Baldiri Reixac;c.  Llibertat;Banyoles;17820;Pla de l'Estany;42.1204744108;2.7637010505;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Joan Reglà;av.  Alt Empordà;Bàscara;17483;Alt Empordà;42.1572356575;2.9093485661;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Llar d'infants Tabalet;c.  Ave Maria;Santa Coloma de Farners;17430;Selva;41.8610184099;2.6651281405;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Municipal;c.  Sant Sebastià;Preses, les;17178;Garrotxa;42.1448810717;2.4601124677;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Municipal;c.  Josep Pla;Bescanó;17162;Gironès;41.964129357;2.736070479;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Es Papanell;c.  Vigilant;Cadaqués;17488;Alt Empordà;42.2886786719;3.2772236986;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Municipal;c.  Roureda;Planes d'Hostoles, les;17172;Garrotxa;42.0548838178;2.5414584506;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants El Petit Montseny;c.  Montseny;Breda;17400;Selva;41.748877122;2.554199231;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Rodamóns;pl.  Lluis Rivera;Riudarenes;17421;Selva;41.825154966;2.71475699;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Bressol Municipal El Guirigall;pda. de l' Esglèsia;Santa Cristina d'Aro;17246;Baix Empordà;41.815309266;3.002628731;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Joan Maragall;c.  Major;Santa Pau;17811;Garrotxa;42.1464941108;2.5699485478;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Institut Castelló d'Empúries;c.  Santa Clara;Castelló d'Empúries;17486;Alt Empordà;42.2564945206;3.0787624724;Educació. Formació,Ensenyaments de règim general,7. Batxillerat,Educació. Formació,Ensenyaments de règim general,8. Cicles formatius d'FP de grau mitjà (CFPM),Educació. Formació,Ensenyaments de règim general,4. Educació secundària obligatòria
Llar d'infants Els Petits Mariners;av.  Pelegrí;Tossa de Mar;17320;Selva;41.720275975;2.929196687;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Municipal Castellet;c. dels afores;Castellfollit de la Roca;17856;Garrotxa;42.219615169;2.544232897;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Mar i Cel;c. de les Escoles;Torroella de Montgrí;17258;Baix Empordà;42.0568234883;3.1990632366;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola de Dansa Marta Coll;pl. del Sol;Figueres;17600;Alt Empordà;42.2658824761;2.9581155872;Educació. Formació,Ensenyaments de règim especial,Dansa
Escola de Dansa L'Esclat;c.  Esperança;Blanes;17300;Selva;41.676191497;2.797000106;Educació. Formació,Ensenyaments de règim especial,Dansa
Escola de Dansa d'Anglès;c.  Sant Miquel;Anglès;17160;Selva;41.957572569;2.634836979;Educació. Formació,Ensenyaments de règim especial,Dansa
Escola de Dansa Maribel Bover i Viñals;rda. del Pare Claret;Girona;17001;Gironès;41.979329528;2.821377908;Educació. Formació,Ensenyaments de règim especial,Dansa
Escola de Dansa M. Mercedes Ribera;c.  Dr. Ametller;Girona;17003;Gironès;41.973141721;2.820844612;Educació. Formació,Ensenyaments de règim especial,Dansa
Llar d'infants Sant Roc;c.  Sant Feliu;Olot;17800;Garrotxa;42.1699756613;2.4683856998;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Llar d'infants Sant Ramon Nonat;pda.  Montjuïc;Girona;17007;Gironès;41.9903406328;2.8271030108;Educació. Formació,Ensenyaments de règim general,1. Llar d'infants
Escola Inocencio Pardos - ZER Ponent;c.  Escoles;Gimenells i el Pla de la Font;25114;Segrià;41.6873096;0.3516277;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Loseron - ZER Val d'Aran;c.  Mola;Naut Aran;25598;Val d'Aran;42.7067720764;0.9031380384;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Sant Martí - ZER Val d'Aran;c. de Sant Jaume;Naut Aran;25598;Val d'Aran;42.7428241;0.9438468;Educació. Formació,Ensenyaments de règim general,3. Educació primària
Escola Ruda - ZER Val d'Aran;c. dels Estudis;Naut Aran;25598;Val d'Aran;42.6995238;0.8729459;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Santa Creu;av.  Catalunya;Anglesola;25320;Urgell;41.65867122;1.083770901;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Albirka;c.  Rossend Vigata;Arbeca;25140;Garrigues;41.5424368;0.9244747;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Els Til.lers;c.  Sant Ramon;Artesa de Lleida;25150;Segrià;41.553058535;0.7016270349;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Els Planells;ctra.  Montsonis;Artesa de Segre;25730;Noguera;41.8923783126;1.0446092684;Educació. Formació,Ensenyaments de règim general,3. Educació primària,Educació. Formació,Ensenyaments de règim general,2. Parvulari
Escola Mare de Déu de la Guardiola - ZER El Romaní;c. de la Mare de Déu;Sentiu de Sió, la;25617;Noguera;41.805630012;0.88010353;Educació. Formació,Ensenyaments de règim general,3. Educació primària
