nombre;direccion;municipio;codigo postal;comarca;lat;lon;categorias
Estació d'autobusos de Roses(Estació d'autobusos);av. Riera Ginjolers;Roses;17480;Alt Empordà;42.265702;3.1811;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Palafrugell(Estació d'autobusos);c. de Lluís Companys 2;Palafrugell;17200;Baix Empordà;41.915901;3.157488;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos d'Olot(Estació d'autobusos);c. del Bisbe Lorenzana 18;Olot;17800;Garrotxa;42.18094;2.491437;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Platja d'Aro(Estació d'autobusos);av. de Londres;Castell-Platja d'Aro;17250;Baix Empordà;41.812651;3.060738;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Sant Feliu de Guíxols(Estació d'autobusos);c. Camí dels Enamorats;Sant Feliu de Guíxols;17220;Baix Empordà;41.780778;3.023625;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Tossa de Mar(Estació d'autobusos);av. del Pelegrí 25;Tossa de Mar;17320;Selva;41.721144;2.927808;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Lloret de Mar(Estació d'autobusos);av. Vila de Blanes 45;Lloret de Mar;17310;Selva;41.701095;2.84246;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Blanes(Estació d'autobusos);c. de Lluís Companys 32;Blanes;17300;Selva;41.66845;2.78065;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Girona(Estació d'autobusos);pl. d' Espanya;Girona;17002;Gironès;41.97951;2.81643;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Santa Coloma de Farners(Estació d'autobusos);ctra. d'Anglès;Santa Coloma de Farners;17430;Selva;41.861433;2.667516;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Vic(Estació d'autobusos);c. del Pare Gallissà 4;Vic;8500;Osona;41.93318;2.24969;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Solsona(Estació d'autobusos);ctra. Bassella;Solsona;25280;Solsonès;41.996303;1.515834;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Navàs(Estació d'autobusos);pl. Estació 4;Navàs;8670;Bages;41.901974;1.878703;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Súria(Estació d'autobusos);pl. de Sant Joan;Súria;8260;Bages;41.832553;1.750469;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Manresa(Estació d'autobusos);c. de Sant Antoni Maria Claret;Manresa;8243;Bages;41.731607;1.833102;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Balaguer(Estació d'autobusos);av. dels Països Catalans 1;Balaguer;25600;Noguera;41.787841;0.807623;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Cervera(Estació d'autobusos);c. de Vidal de Montpalau;Cervera;25200;Segarra;41.673773;1.273882;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos d'Igualada(Estació d'autobusos);pg. de Mossèn Jacint Verdaguer;Igualada;8700;Anoia;41.577676;1.63093;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Tàrrega(Estació d'autobusos);c. del Migdia 4;Tàrrega;25300;Urgell;41.645615;1.141484;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Mollerussa(Estació d'autobusos);c. de la Forestal d'Urgell;Mollerussa;25230;Pla d'Urgell;41.62625;0.89128;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Les Borges Blanques(REFUGI);pl. d' Europa;Borges Blanques, les;25400;Garrigues;41.51839;0.87008;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Montblanc(REFUGI);Muralla de Santa Tecla;Montblanc;43400;Conca de Barberà;41.377698;1.163397;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Valls(Estació d'autobusos);c. d' Anselm Clavé;Valls;43800;Alt Camp;41.285919;1.253319;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Vilafranca del Penedès(Estació d'autobusos);ctra. de Vilanova i la Geltrú;Vilafranca del Penedès;8270;Alt Penedès;41.34179;1.7017;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Vilanova i la Geltrú(REFUGI);pl. d' Eduard Maristany;Vilanova i la Geltrú;8800;Garraf;41.2205;1.73063;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos del Vendrell(REFUGI);av. de Jaume Carner;Vendrell, el;43700;Baix Penedès;41.218517;1.536372;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Tarragona(Estació d'autobusos);pl. de la Imperial Tàrraco;Tarragona;43005;Tarragonès;41.11822;1.24417;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Reus(Estació d'autobusos);av. de Salou 2;Reus;43205;Baix Camp;41.148046;1.111459;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Móra d'Ebre(Estació d'autobusos);camí de les Hortes;Móra d'Ebre;43740;Ribera d'Ebre;41.088661;0.644494;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Gandesa(Estació d'autobusos);av. de Catalunya 41;Gandesa;43780;Terra Alta;41.057486;0.44092;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Cambrils(Estació d'autobusos);av. de la Llosa 1;Cambrils;43850;Baix Camp;41.069016;1.055342;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Tortosa(Estació d'autobusos);c. d' Adrià d'Utrech 1;Tortosa;43500;Baix Ebre;40.805752;0.521536;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Sant Carles de la Ràpita(REFUGI);c. del Doctor Torne;Sant Carles de la Ràpita;43540;Montsià;40.624127;0.590556;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Caldes de Montbui(Estació d'autobusos);av. Pi i Margall 104;Caldes de Montbui;8140;Vallès Oriental;41.629293;2.165784;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Granollers(Estació d'autobusos);c. de Josep Umbert;Granollers;8402;Vallès Oriental;41.606548;2.290985;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Sabadell(Estació d'autobusos);c. de l' Estació 67;Sabadell;8202;Vallès Occidental;41.547859;2.114973;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Terrassa(Estació d'autobusos);ctra. de Montcada 2;Terrassa;8221;Vallès Occidental;41.556858;2.007947;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Barcelona Sant Andreu(Estació d'autobusos);av. Meridiana 416;Barcelona;8030;Barcelonès;41.431418;2.183421;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Barcelona Nord(Estació d'autobusos);c. d' Alí Bei 80;Barcelona;8013;Barcelonès;41.394123;2.182003;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Barcelona Sants(REFUGI);c. de Viriat;Barcelona;8014;Barcelonès;41.379854;2.139284;Mobilitat. Transports,Estacions d'autobusos
Estació d'autobusos de Quatre Camins(REFUGI);c. N-340 enllaç BV-2002;Sant Vicenç dels Horts;8620;Baix Llobregat;41.406726;2.001806;Mobilitat. Transports,Estacions d'autobusos
Consultori local Vilanova de la Muga;c.  Eduard Pujol;Peralada;17492;Alt Empordà;42.2820321017;3.0443656073;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Pont de Molins;Pl. del Dr. Cuffí Casellas, 1;Pont de Molins;17706;Alt Empordà;42.31447;2.92611;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Pontós;Pl. de l'Ajuntament, s/n;Pontós;17773;Alt Empordà;42.1867459;2.9167447;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Portbou;pg.  Sardana;Portbou;17497;Alt Empordà;42.4263906336;3.162426393;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local El Port de la Selva;Major, 57;Port de la Selva, el;17489;Alt Empordà;42.335626;3.2037702;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Rabós;Pl. Major, 2;Rabós;17754;Alt Empordà;42.369153;2.979881;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Riumors;c.  Plaça Vella;Riumors;17469;Alt Empordà;42.2268484568;3.0430352323;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Roses;ctra.  Mas Oliva;Roses;17480;Alt Empordà;42.2674199993;3.1785847827;Salut,Centres sanitaris,Centre d'atenció continuada
Consultori local Sant Marçal;Ctra. Muntanya, 5;Castellet i la Gornal;8732;Alt Penedès;39.61747;2.71553;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Torrelletes;c.  Santa Magdalena;Castellet i la Gornal;8729;Alt Penedès;41.2771092111;1.6528074744;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local La Múnia;Anselm Clavé, 11;Castellví de la Marca;8732;Alt Penedès;41.3258285;1.6187661;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Guardiola de Font-rubí;pl.  Ajuntament;Font-rubí;8736;Alt Penedès;41.414123438;1.6517634764;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Gelida;pg.  Circumval·lació;Gelida;8790;Alt Penedès;41.4393364474;1.8640263869;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local La Granada;Sant Cristòfol, s/n;Granada, la;8792;Alt Penedès;;;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Mediona;c.  Doctor Trueta;Mediona;8773;Alt Penedès;41.4768389735;1.6112963479;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Moja;La Carrerada, s/n;Olèrdola;8734;Alt Penedès;41.3245007167;1.6928877893;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Vilafant poble;Olot, 8;Vilafant;17740;Alt Empordà;42.2463088;2.9371828;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Vilaür;Pl. Ajuntament, s/n;Vilaür;17483;Alt Empordà;42.1437291;2.9547495;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Vilajuïga;c.  Sant Sebastià;Vilajuïga;17493;Alt Empordà;42.327433813;3.0941772785;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Sant Miquel de Campmajor;Plaça de les Escoles, s/n;Sant Miquel de Campmajor;17830;Pla de l'Estany;42.1259334132;2.6843029615;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Serinyà;Pl. Països Catalans, 3;Serinyà;17852;Pla de l'Estany;42.1715435539;2.7432115606;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Hospital de Campdevànol;ctra.  Gombrèn;Campdevànol;17530;Ripollès;42.2224754148;2.166310961;Salut,Centres sanitaris,Centres sociosanitaris
Hospital de Campdevànol;ctra.  Gombrèn;Campdevànol;17530;Ripollès;42.2224754148;2.166310961;Salut,Centres sanitaris,Hospitals
CAP Campdevànol;Llevant, 13;Campdevànol;17530;Ripollès;42.2210093918;2.1684550419;Salut,Centres sanitaris,Centre d'atenció continuada
Consultori local Campelles;Pl. Ajuntament, s/n;Campelles;17534;Ripollès;42.2942924153;2.1401254853;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Camprodon;Mn. Jacint Verdaguer, 1;Camprodon;17867;Ripollès;42.3137715;2.3727243;Salut,Centres sanitaris,Centre d'atenció continuada
Consultori local Queralbs;Plaça de la Vila, 3;Queralbs;17534;Ripollès;42.3486261308;2.1626963395;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Gombrèn;Carbasser, 3;Gombrèn;17531;Ripollès;42.2476868342;2.0912315524;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Llanars;Pl. de lýOm, 3;Llanars;17869;Ripollès;42.3205278;2.3439807;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Sant Miquel d'Olèrdola;av.  Catalunya;Olèrdola;8734;Alt Penedès;41.3211299498;1.721671208;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Sant Pere Molanta;Milà i Fontanals, s/n;Olèrdola;8799;Alt Penedès;41.3489243899;1.7399861372;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP La Pau;c.  Pere Vergés;Barcelona;8020;Barcelonès;41.4229528417;2.2088874983;Salut,Centres sanitaris,Centre d'atenció continuada
CAP Passeig de Maragall;Pg. de Maragall, 52-54;Barcelona;8041;Barcelonès;41.4157487;2.1807051;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Poblenou;c.  Lope de Vega;Barcelona;8005;Barcelonès;41.4055648548;2.2022471943;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Ramon Turró;Ramon Turró, 337-339;Barcelona;8005;Barcelonès;41.4063373;2.2112197;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Vila Olímpica;c.  Joan Miró;Barcelona;8005;Barcelonès;41.3904241016;2.1947155489;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Vilamalla;c.  Borrassà;Vilamalla;17469;Alt Empordà;42.217201918;2.9697077211;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Vilamaniscle;Figueres, s/n;Vilamaniscle;17781;Alt Empordà;42.374816876;3.0672166032;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Taravaus;Pl. Major, s/n;Vilanant;17741;Alt Empordà;41.952142;3.128191;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Vilanant;c.  Escoles;Vilanant;17743;Alt Empordà;42.254505094;2.8902392273;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Vila Sacra;pl.  Font;Vila-sacra;17485;Alt Empordà;42.2650265853;3.0183593716;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Biure;c.  Nou;Biure;17723;Alt Empordà;42.337564188;2.8956530627;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Albons;Pl. Poble, s/n;Albons;17136;Baix Empordà;42.1044038151;3.0852684691;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Begur;Forgas i Elias, s/n;Begur;17255;Baix Empordà;41.9545450742;3.2067772151;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Esclanyà;Perdiu (Centre Polivalent);Begur;17255;Baix Empordà;41.9289581;3.1726483;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Molló;Sant Sebastià, 36;Molló;17868;Ripollès;42.3464665604;2.4044328899;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Sant Hipòlit de Voltregà;Ctra. De la Vinya, 5;Sant Hipòlit de Voltregà;8512;Osona;42.0157560936;2.2354054963;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Sant Julià de Vilatorta;av.  Nostra Senyora de Montserrat;Sant Julià de Vilatorta;8504;Osona;41.9239188693;2.3221966917;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Sant Martí de Centelles;c.  Estació;Sant Martí de Centelles;8592;Osona;41.7636228236;2.2512286537;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Sant Pere de Torelló;Pl. Dr Munmany s/n;Sant Pere de Torelló;8572;Osona;42.0763537;2.2938229;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Sant Quirze de Besora;pg.  Ter;Sant Quirze de Besora;8580;Osona;42.1007906775;2.2195400852;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Santa Cecília de Voltregà;Plaça Església, s/n;Santa Cecília de Voltregà;8519;Osona;41.9932144294;2.2223881289;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Centre de Dia Joia (Sant Martí);Aragó, 657, baixos;Barcelona;8026;Barcelonès;40.8693687;-0.1336396;Salut,Centres sanitaris,Centres de salut mental
Centre Fòrum Hospital del Mar;c.  Llull;Barcelona;8019;Barcelonès;41.4129053997;2.2181864988;Salut,Centres sanitaris,Centres sociosanitaris
Centre Fòrum Hospital del Mar;c.  Llull;Barcelona;8019;Barcelonès;41.4129053997;2.2181864988;Salut,Centres sanitaris,Centres de salut mental
CUAP Sant Martí;Pl. de la Infància, s/n (cantonada Fluvià);Barcelona;8020;Barcelonès;41.4138635;2.1978823;Salut,Centres sanitaris,Centre d'atenció continuada
Pades Sant Martí Nord;pl.  Eduard Torroja;Barcelona;8020;Barcelonès;41.4148875511;2.1995749135;Salut,Centres sanitaris,Centres sociosanitaris
Residència AIDAR;Llacuna, 120-122;Barcelona;8018;Barcelonès;41.4040609;2.195295;Salut,Centres sanitaris,Centres sociosanitaris
CUAP Casernes de Sant Andreu;Fernando Pessoa, 47-51;Barcelona;8030;Barcelonès;41.4431016;2.1926205;Salut,Centres sanitaris,Centre d'atenció continuada
CUAP Dos de Maig;c.  Dos de Maig;Barcelona;8025;Barcelonès;41.410694721;2.1770436573;Salut,Centres sanitaris,Centre d'atenció continuada
CUAP Gràcia;ptge.  Sant Josep de la Muntanya;Barcelona;8024;Barcelonès;41.4109583933;2.1543600867;Salut,Centres sanitaris,Centre d'atenció continuada
Hospital - CUAP Plató;c.  Plató;Barcelona;8006;Barcelonès;41.4009000102;2.1425590309;Salut,Centres sanitaris,Centre d'atenció continuada
Hospital - CUAP Sagrat Cor;c.  Viladomat;Barcelona;8029;Barcelonès;41.3887667119;2.1454272086;Salut,Centres sanitaris,Centre d'atenció continuada
Hospital de Dia de malalties neurodegeneratives (Clínic);c.  Villarroel;Barcelona;8036;Barcelonès;41.3891169583;2.1517668436;Salut,Centres sanitaris,Centres sociosanitaris
Consultori local Bellcaire d'Empordà;Carretera Torroella, s/n;Bellcaire d'Empordà;17141;Baix Empordà;;;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Doctora Casaponsa (La Bisbal d'Empordà);Marcel Ralló, 10;Bisbal d'Empordà, la;17100;Baix Empordà;41.9627601;3.0352459;Salut,Centres sanitaris,Centre d'atenció continuada
Consultori local Calonge;pl.  Concòrdia;Calonge;17251;Baix Empordà;41.86129772;3.076339344;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Sant Antoni de Calonge;av.  Costa Brava;Calonge;17252;Baix Empordà;41.8458174675;3.0994851242;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CSM Infantil i Juvenil La Seu;c.  Joaquim Viola Lafuerza;Seu d'Urgell, la;25700;Alt Urgell;42.3580595493;1.4573842341;Salut,Centres sanitaris,Centres de salut mental
Fundació Sant Hospital;pg.  Joan Brudieu;Seu d'Urgell, la;25700;Alt Urgell;42.3548815695;1.460881215;Salut,Centres sanitaris,Hospitals
Fundació Sant Hospital;pg.  Joan Brudieu;Seu d'Urgell, la;25700;Alt Urgell;42.3548815695;1.460881215;Salut,Centres sanitaris,Centres sociosanitaris
CAP Santa Eugènia de Berga;c.  Escoles;Santa Eugènia de Berga;8507;Osona;41.9016622305;2.2848808437;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Santa Eulàlia de Riuprimer;c.  Sol;Santa Eulàlia de Riuprimer;8505;Osona;41.9121823371;2.1892002183;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Santa Maria de Besora;pg.  Pla de Teia;Santa Maria de Besora;8584;Osona;42.1268346794;2.2583169125;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Alinyà;Pl. Vall Pla, s/n;Fígols i Alinyà;25794;Alt Urgell;42.1803475437;1.4229346814;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Hospital General de l'Hospitalet;av.  Josep Molins;Hospitalet de Llobregat, l';8906;Barcelonès;41.3744404891;2.1067214768;Salut,Centres sanitaris,Hospitals
Hospital Universitari de Bellvitge;Feixa Llarga, s/n;Hospitalet de Llobregat, l';8907;Barcelonès;41.3448811809;2.104263149;Salut,Centres sanitaris,Hospitals
Hospital Universitari de Bellvitge;Feixa Llarga, s/n;Hospitalet de Llobregat, l';8907;Barcelonès;41.3454772215;2.1025465352;Salut,Centres sanitaris,Centres de salut mental
Hospital Universitari de Bellvitge;Feixa Llarga, s/n;Hospitalet de Llobregat, l';8907;Barcelonès;41.3449133994;2.1042738778;Salut,Centres sanitaris,Centres sociosanitaris
ICO L'Hospitalet;Av. de la Granvia, km 2,7 (Hospital Duran i Reynals);Hospitalet de Llobregat, l';8907;Barcelonès;41.3661865;2.1164942;Salut,Centres sanitaris,Hospitals
CAP Bellvitge;Ermita, s/n;Hospitalet de Llobregat, l';8906;Barcelonès;41.3490901394;2.109440265;Salut,Centres sanitaris,Centres sociosanitaris
CSM de l'Hospitalet;Santiago Ramon y Cajal, 27-35;Hospitalet de Llobregat, l';8902;Barcelonès;41.3680236;2.1279874;Salut,Centres sanitaris,Centres de salut mental
CSM Infantil i Juvenil Hospitalet;c.  Arts i els Oficis;Hospitalet de Llobregat, l';8901;Barcelonès;41.3597189491;2.1046865549;Salut,Centres sanitaris,Centres de salut mental
Fundació Sociosanitària de Barcelona;Av. Granvia, s/n km 2,2 (Hospital Duran i Reynals);Hospitalet de Llobregat, l';8907;Barcelonès;41.3661865;2.1164942;Salut,Centres sanitaris,Centres de salut mental
Fundació Sociosanitària de Barcelona;Av. Granvia de l'Hospitalet, s/n km 2,2 (Hospital Duran i Reynals);Hospitalet de Llobregat, l';8907;Barcelonès;41.3455524;2.111089;Salut,Centres sanitaris,Centres sociosanitaris
Hospital de dia per a adolescents Miralta;Miralta, 27-29;Hospitalet de Llobregat, l';8901;Barcelonès;41.3654319;2.0878984;Salut,Centres sanitaris,Centres de salut mental
Hospital General de l'Hospitalet;av.  Josep Molins;Hospitalet de Llobregat, l';8906;Barcelonès;41.3744404891;2.1067214768;Salut,Centres sanitaris,Centres sociosanitaris
Fundació Sant Hospital;pg.  Joan Brudieu;Seu d'Urgell, la;25700;Alt Urgell;42.3548815695;1.460881215;Salut,Centres sanitaris,Centres de salut mental
CAP La Seu d'Urgell;Pg. de Joan Brudieu, 8;Seu d'Urgell, la;25700;Alt Urgell;42.3549076;1.4609172;Salut,Centres sanitaris,Centre d'atenció continuada
Consultori local Peramea;Sant Cristòfol, s/n;Baix Pallars;25591;Pallars Sobirà;42.3294372325;1.0483534397;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Sort;camí  Cabanera;Sort;25560;Pallars Sobirà;42.409301349;1.1280462066;Salut,Centres sanitaris,Centres de salut mental
CAP Sort;camí  Cabanera;Sort;25560;Pallars Sobirà;42.409301349;1.1280462066;Salut,Centres sanitaris,Centre d'atenció continuada
Prytanis Hospitalet;Aprestadora, 43-45;Hospitalet de Llobregat, l';8902;Barcelonès;41.3642332;2.1299001;Salut,Centres sanitaris,Centres sociosanitaris
Unitat de Salut Mental L'Hospitalet;Jaume Ferran i Clua, 6 2n;Hospitalet de Llobregat, l';8902;Barcelonès;41.374304;2.120009;Salut,Centres sanitaris,Centres de salut mental
CAP Amadeu Torner;Amadeu Torner, 63;Hospitalet de Llobregat, l';8902;Barcelonès;41.3603915;2.1230056;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Bellvitge;Carrer de l'Ermita, s/n;Hospitalet de Llobregat, l';8907;Barcelonès;41.3489682;2.1100984;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Can Serra;Av. de Can Serra  96;Hospitalet de Llobregat, l';8906;Barcelonès;41.3673571;2.1028555;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Collblanc;Creu Roja, 18;Hospitalet de Llobregat, l';8904;Barcelonès;41.3741263;2.1164633;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Florida;Parc dels Ocellets, s/n;Hospitalet de Llobregat, l';8905;Barcelonès;41.3712453;2.1135874;Salut,Centres sanitaris,Centre d'atenció continuada
CAP Gornal;Av. de Carmen Amaya, 37-39;Hospitalet de Llobregat, l';8902;Barcelonès;41.3542021;2.1169024;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Just Oliveras;Rbla. Just Oliveras, 50;Hospitalet de Llobregat, l';8901;Barcelonès;41.3625792;2.1008657;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Sant Martí Vell;Carretera de Madremanya, s/n;Sant Martí Vell;17462;Gironès;42.0207938237;2.9346157368;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Sarrià de Ter;Mossèn Cinto Verdaguer, 3;Sarrià de Ter;17481;Gironès;42.0162669668;2.8163636193;Salut,Centres sanitaris,Centres sociosanitaris
CAP Sant Feliu de Guíxols;Gravina, 27-29;Sant Feliu de Guíxols;17220;Baix Empordà;41.7841172;3.0358121;Salut,Centres sanitaris,Centre d'atenció continuada
Consultori local Olesa de Bonesvalls;L'Antiga s/n;Olesa de Bonesvalls;8795;Alt Penedès;41.5343084134;2.1520195217;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Pacs del Penedès;Carrer de les Escoles, 19;Pacs del Penedès;8796;Alt Penedès;41.3605895;1.6727287;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Cantonigrós;Major, 49;Esquirol, l';8569;Osona;42.03557;2.36611;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Santa Maria del Corcó/Esquirol;Nou, 1;Esquirol, l';8511;Osona;42.0350421;2.3683975;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Consultori local Sant Climent del Llobregat;Pl. de la Vila s/n;Sant Climent de Llobregat;8849;Baix Llobregat;41.3376633904;1.9959727144;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
Unitat Hospitalària Psiquàtrica Penitenciària de Catalunya;Carretera de Martorell a Capellades, km 23;Sant Esteve Sesrovires;8635;Baix Llobregat;41.501368;1.8225669;Salut,Centres sanitaris,Centres de salut mental
CAP Sant Esteve Sesrovires;Carrer de la Vila, 2;Sant Esteve Sesrovires;8635;Baix Llobregat;41.4931576871;1.8720441923;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP El Pla;pl.  Felip Alcàntara Arellano;Sant Feliu de Llobregat;8980;Baix Llobregat;41.3782831755;2.0411148046;Salut,Centres sanitaris,Centres sociosanitaris
CSM Sant Feliu;c.  Roses;Sant Feliu de Llobregat;8980;Baix Llobregat;41.3845747641;2.0486259333;Salut,Centres sanitaris,Centres de salut mental
Pins d'Or;les Roses, 17;Sant Feliu de Llobregat;8980;Baix Llobregat;41.3842247;2.0489069;Salut,Centres sanitaris,Centres sociosanitaris
CAP El Pla;pl.  Felip Alcàntara Arellano;Sant Feliu de Llobregat;8980;Baix Llobregat;41.3782831755;2.0411148046;Salut,Centres sanitaris,Centre d'atenció continuada
CAP Rambla;Rbla. de la Marquesa de Castellbell, 98-100;Sant Feliu de Llobregat;8980;Baix Llobregat;41.3862764;2.0481601;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Verdaguer;C. Creu d'en Muntaner, s/n;Sant Joan Despí;8970;Baix Llobregat;41.3706326052;2.0544867353;Salut,Centres sanitaris,Centres sociosanitaris
Hospital de Sant Joan Despí Moisès Broggi;c.  Jacint Verdaguer;Sant Joan Despí;8970;Baix Llobregat;41.3739149281;2.0722230985;Salut,Centres sanitaris,Hospitals
CAP Les Planes;av.  Barcelona;Sant Joan Despí;8970;Baix Llobregat;41.3706111064;2.0762060301;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
CAP Verdaguer;Creu d'en Muntaner, s/n;Sant Joan Despí;8970;Baix Llobregat;41.3706326052;2.0544867353;Salut,Centres sanitaris,Centres d'atenció primària (CAP)
